id,focus,signal,slack,drag,confidence,score,lane
l001,claim drift,35,33,6,25,205,ship
l002,replay exposure,35,34,6,55,266,ship
l003,policy width,35,35,6,85,327,ship
l004,trust boundary,35,36,18,25,172,watch
l005,claim drift,35,37,18,55,233,ship
l006,replay exposure,35,38,18,85,294,ship
l007,policy width,35,39,34,25,127,watch
l008,trust boundary,35,40,34,55,188,ship
l009,claim drift,35,41,34,85,249,ship
l010,replay exposure,60,42,6,25,314,ship
l011,policy width,60,43,6,55,375,ship
l012,trust boundary,60,44,6,85,436,ship
l013,claim drift,60,45,18,25,281,ship
l014,replay exposure,60,46,18,55,342,ship
l015,policy width,60,47,18,85,403,ship
l016,trust boundary,60,48,34,25,236,ship
l017,claim drift,60,32,34,55,280,ship
l018,replay exposure,60,33,34,85,341,ship
l019,policy width,85,34,6,25,406,ship
l020,trust boundary,85,35,6,55,467,ship
l021,claim drift,85,36,6,85,528,ship
l022,replay exposure,85,37,18,25,373,ship
l023,policy width,85,38,18,55,434,ship
l024,trust boundary,85,39,18,85,495,ship
l025,claim drift,85,40,34,25,328,ship
l026,replay exposure,85,41,34,55,389,ship
l027,policy width,85,42,34,85,450,ship
